Description,UPC,Promo_Price,Retail_Price,Manufacturer,Category,Count,Multiplier,Retailer,Predicted_List_Price
CeraVe Itch Relief Moisturizing Cream with Pramoxine Hydrochloride for Dry Skin,3606000000000.0,24.56000000000003,28.99,LOREAL,FIRST AID - TREATMENTS,16.0,463.84,Walgreens,17.8145
"CeraVe Hydrating Micellar Water, Ultra Gentle Facial Cleanser & Eye Makeup Remover",3606000000000.0,10.826500000000003,12.99,LOREAL,SKIN CARE - FACIAL,10.0,129.9,Walgreens,7.5854
"CeraVe Skin Renewing Gel Oil Face Moisturizer, Fragrance Free",3606000000000.0,21.947799999999997,25.99,LOREAL,SKIN CARE - FACIAL,1.0,25.99,Walgreens,15.912175000000008
CeraVe Face and Body Moisturizing Cream for Normal to Dry Skin with Hyaluronic Acid Unscented,3606000000000.0,5.966360000000006,6.99,LOREAL,SKIN CARE - HAND & BODY,0.0,13.2111,Walgreens,3.565975000000001
"CeraVe Foaming Face Cleanser, Fragrance-Free Face Wash with Hyaluronic Acid",3606000000000.0,15.50575,16.99,LOREAL,SKIN CARE - FACIAL,12.0,203.88,Walgreens,10.529800000000005
CeraVe Moisturizing Face and Body Lotion with Hyaluronic Acid for Normal to Dry Skin Unscented,3606000000000.0,14.681700000000005,15.99,LOREAL,SKIN CARE - HAND & BODY,12.0,191.88,Walgreens,10.283200000000011
CeraVe Moisturizing Face and Body Lotion with Hyaluronic Acid for Normal to Dry Skin Unscented,3606000000000.0,14.681700000000005,15.99,LOREAL,SKIN CARE - HAND & BODY,12.0,191.88,Walgreens,10.283200000000011
CeraVe Moisturizing Face and Body Lotion with Hyaluronic Acid for Normal to Dry Skin Unscented,3606000000000.0,14.681700000000005,15.99,LOREAL,SKIN CARE - HAND & BODY,12.0,191.88,Walgreens,10.283200000000011
CeraVe Moisturizing Face and Body Lotion with Hyaluronic Acid for Normal to Dry Skin Unscented,3606000000000.0,14.681700000000005,15.99,LOREAL,SKIN CARE - HAND & BODY,12.0,191.88,Walgreens,10.283200000000011
CeraVe Face and Body Moisturizing Cream for Normal to Dry Skin Unscented,3606000000000.0,15.641950000000003,16.99,LOREAL,SKIN CARE - HAND & BODY,12.0,203.88,Walgreens,10.328000000000008
CeraVe Face and Body Moisturizing Cream for Normal to Dry Skin Unscented,3606000000000.0,15.641950000000003,16.99,LOREAL,SKIN CARE - HAND & BODY,12.0,203.88,Walgreens,10.328000000000008
CeraVe Salicylic Acid Body Lotion for Rough and Bumpy Skin with Hyaluronic Acid Fragrance Free,3606000000000.0,18.00940000000001,19.99,LOREAL,SKIN CARE - FACIAL,8.0,159.92,Walgreens,12.15891918609169
CeraVe Salicylic Acid Body Lotion for Rough and Bumpy Skin with Hyaluronic Acid Fragrance Free,3606000000000.0,18.00940000000001,19.99,LOREAL,SKIN CARE - FACIAL,8.0,159.92,Walgreens,12.15891918609169
"CeraVe Fragrance-Free Face Cleanser, Foaming Face Wash with Hyaluronic Acid",3606000000000.0,13.418400000000009,18.99,LOREAL,SKIN CARE - FACIAL,16.0,303.84,Walgreens,11.580579999999982
CeraVe Hydrating Facial Cleanser,3606000000000.0,15.50575,16.99,LOREAL,SKIN CARE - FACIAL,12.0,203.88,Walgreens,10.529800000000005
CeraVe Hydrating Cleansing Bar for Normal to Dry Skin,3606000000000.0,7.4729000000000045,8.99,LOREAL,SOAP,0.0,40.455,Walgreens,4.772366666666664
CeraVe Hydrating Face Cleanser for Sensitive and Dry Skin,3606000000000.0,13.418400000000009,18.99,LOREAL,SKIN CARE - FACIAL,16.0,303.84,Walgreens,11.580579999999982
CeraVe Face and Body Moisturizing Cream for Normal to Dry Skin with Hyaluronic Acid Unscented,3606000000000.0,13.193600000000009,18.99,LOREAL,SKIN CARE - HAND & BODY,16.0,303.84,Walgreens,11.679999999999989
CeraVe Face and Body Moisturizing Cream for Normal to Dry Skin with Hyaluronic Acid Unscented,3606000000000.0,13.193600000000009,18.99,LOREAL,SKIN CARE - HAND & BODY,16.0,303.84,Walgreens,11.679999999999989
CeraVe Face and Body Moisturizing Cream for Normal to Dry Skin with Hyaluronic Acid Unscented,3606000000000.0,13.193600000000009,18.99,LOREAL,SKIN CARE - HAND & BODY,16.0,303.84,Walgreens,11.679999999999989
CeraVe Face and Body Moisturizing Cream for Normal to Dry Skin with Hyaluronic Acid Unscented,3606000000000.0,13.193600000000009,18.99,LOREAL,SKIN CARE - HAND & BODY,16.0,303.84,Walgreens,11.679999999999989
CeraVe Healing Ointment to Protect and Soothe Dry Skin,3606000000000.0,18.09030000000001,19.99,LOREAL,SKIN CARE - HAND & BODY,12.0,239.88,Walgreens,12.00665
CeraVe Healing Ointment to Protect and Soothe Dry Skin,3606000000000.0,18.09030000000001,19.99,LOREAL,SKIN CARE - HAND & BODY,12.0,239.88,Walgreens,12.00665
"CeraVe Under Eye Repair Cream for Dark Circles and Puffiness, Fragrance-Free",3606000000000.0,14.983200000000009,16.99,LOREAL,SKIN CARE - FACIAL,0.0,8.495,Walgreens,9.93705619047619
CeraVe Anti-Aging Skin Renewing Night Face Cream with Hyaluronic Acid,3606000000000.0,17.567500000000013,19.99,LOREAL,SKIN CARE - FACIAL,0.0,33.983,Walgreens,12.48937387501388
"CeraVe Renewing Salicylic Acid Body Cream for Rough and Bumpy Skin, Fragrance-Free",3606000000000.0,20.92365,24.99,LOREAL,SKIN CARE - FACIAL,12.0,299.88,Walgreens,16.088449999999963
"CeraVe Renewing Salicylic Acid Body Cream for Rough and Bumpy Skin, Fragrance-Free",3606000000000.0,20.92365,24.99,LOREAL,SKIN CARE - FACIAL,12.0,299.88,Walgreens,16.088449999999963
"CeraVe Renewing Salicylic Acid Body Cream for Rough and Bumpy Skin, Fragrance-Free",3606000000000.0,20.92365,24.99,LOREAL,SKIN CARE - FACIAL,12.0,299.88,Walgreens,16.088449999999963
CeraVe Travel Size Hydrating Face Cleanser for Sensitive & Dry Skin,3606000000000.0,4.545100000000003,5.99,LOREAL,SKIN CARE - FACIAL,3.0,17.97,Walgreens,3.6485114880952345
CeraVe Renewing SA Body Cleanser Fragrance Free Body Wash,3606000000000.0,13.487699999999995,14.99,LOREAL,SKIN CARE - FACIAL,8.0,119.92,Walgreens,10.0
CeraVe Hydrating Facial Cleanser,3606000000000.0,13.487699999999995,14.99,LOREAL,SKIN CARE - FACIAL,8.0,119.92,Walgreens,10.0
CeraVe Ultra-Light Face Lotion SPF 30 Moisturizer with Sunscreen,3606000000000.0,17.563600000000005,19.99,LOREAL,SKIN CARE - HAND & BODY,0.0,33.983,Walgreens,11.909171785714289
CeraVe Ultra-Light Face Lotion SPF 30 Moisturizer with Sunscreen,3606000000000.0,17.563600000000005,19.99,LOREAL,SKIN CARE - HAND & BODY,0.0,33.983,Walgreens,11.909171785714289
CeraVe Moisturizing Face and Body Lotion with Hyaluronic Acid for Normal to Dry Skin Unscented,3606000000000.0,6.508900000000002,8.29,LOREAL,SKIN CARE - HAND & BODY,3.0,24.87,Walgreens,4.6795000000000035
"CeraVe Anti Aging Face Cream SPF 30, Skin Renewing Day Cream with Retinol",3606000000000.0,24.77279999999999,27.99,LOREAL,SKIN CARE - FACIAL,0.0,49.2624,Walgreens,17.232028333333343
CeraVe Healing Ointment,3606000000000.0,7.736045879120881,9.99,LOREAL,SKIN CARE - HAND & BODY,3.0,29.97,Walgreens,6.177100000000009
CeraVe Healing Ointment,3606000000000.0,7.736045879120881,9.99,LOREAL,SKIN CARE - HAND & BODY,3.0,29.97,Walgreens,6.177100000000009
"CeraVe AM Face Moisturizer SPF 30, Oil-Free with Sunscreen",3606000000000.0,13.92370000000001,18.99,LOREAL,SKIN CARE - FACIAL,3.0,56.97,Walgreens,11.752934101731602
CeraVe Night Face Lotion with Hyaluronic Acid Fragrance Free,3606000000000.0,13.92370000000001,18.99,LOREAL,SKIN CARE - FACIAL,3.0,56.97,Walgreens,11.752934101731602
CeraVe Face & Body Moisturizing Cream with Pump for Normal to Dry Skin Unscented,3606000000000.0,18.208000000000013,19.99,LOREAL,SKIN CARE - HAND & BODY,16.0,319.84,Walgreens,12.128556666666661
CeraVe Skin Renewing Retinol Face Cream Serum,3606000000000.0,20.887199999999996,24.99,LOREAL,SKIN CARE - FACIAL,1.0,24.99,Walgreens,15.083499999999997
CeraVe Skin Renewing Retinol Face Cream Serum,3606000000000.0,20.887199999999996,24.99,LOREAL,SKIN CARE - FACIAL,1.0,24.99,Walgreens,15.083499999999997
CeraVe Travel Size Foaming Face Cleanser for Normal to Oily Skin with Hyaluronic Acid,3606000000000.0,5.892100000000002,6.29,LOREAL,SKIN CARE - FACIAL,3.0,18.87,Walgreens,3.8002333333333294
CeraVe Foaming Face Cleanser for Normal to Oily Skin with Hyaluronic Acid,3606000000000.0,13.487699999999995,14.99,LOREAL,SKIN CARE - FACIAL,8.0,119.92,Walgreens,10.0
CeraVe Moisturizing Face and Body Lotion with Hyaluronic Acid for Normal to Dry Skin Unscented,3606000000000.0,13.193600000000009,18.99,LOREAL,SKIN CARE - HAND & BODY,16.0,303.84,Walgreens,11.679999999999989
CeraVe Moisturizing Face and Body Lotion with Hyaluronic Acid for Normal to Dry Skin Unscented,3606000000000.0,13.193600000000009,18.99,LOREAL,SKIN CARE - HAND & BODY,16.0,303.84,Walgreens,11.679999999999989
CeraVe Face and Body Moisturizing Cream for Normal to Dry Skin with Hyaluronic Acid,3606000000000.0,13.572799999999994,14.99,LOREAL,SKIN CARE - HAND & BODY,8.0,119.92,Walgreens,9.060100000000011
CeraVe Face and Body Moisturizing Cream for Normal to Dry Skin with Hyaluronic Acid,3606000000000.0,13.572799999999994,14.99,LOREAL,SKIN CARE - HAND & BODY,8.0,119.92,Walgreens,9.060100000000011
CeraVe AM Face Moisturizer SPF 30 Oil-Free Cream with Sunscreen,3606000000000.0,14.760600000000004,15.99,LOREAL,SKIN CARE - FACIAL,2.0,31.98,Walgreens,9.48590000000002
"CeraVe Hydrating Hyaluronic Acid Face Serum for Dry Skin, Fragrance Free",3606000000000.0,20.887199999999996,24.99,LOREAL,SKIN CARE - FACIAL,1.0,24.99,Walgreens,15.083499999999997
La Roche - Posay Effaclar Adapalene Gel 0.1% Retinoid Acne Treatment,3606000000000.0,27.263374999999954,35.99,LA ROCHE-POS,SKIN CARE - ACNE,0.0,57.584,Walgreens,21.718099999999986
"La Roche-Posay Anthelios Melt-In Milk Oxybenzone Free Sunscreen for Body & Face, SPF 60",3606000000000.0,19.49,25.99,LA ROCHE-POS,SUN CARE,3.0,77.97,Walgreens,15.452999999999983
"La Roche-Posay Anthelios Melt-In Milk Oxybenzone Free Sunscreen for Body & Face, SPF 60",3606000000000.0,19.49,25.99,LA ROCHE-POS,SUN CARE,3.0,77.97,Walgreens,15.452999999999983
La Roche-Posay Body & Face Mineral Sunscreen Gentle Lotion SPF 50,3606000000000.0,19.49,25.99,LA ROCHE-POS,SUN CARE,3.0,77.97,Walgreens,15.452999999999983
"CeraVe Vitamin C Face Serum, Skin Brightening Serum with Hyaluronic Acid",3606000000000.0,24.886299999999995,28.99,LOREAL,SKIN CARE - FACIAL,1.0,28.99,Walgreens,17.364991666666683
CeraVe Retinol Serum for Post-Acne Marks and Skin Texture,3606000000000.0,17.708600000000008,19.99,LOREAL,SKIN CARE - ACNE,1.0,19.99,Walgreens,12.977399999999996
La Roche-Posay Cicaplast Baume B5 Soothing Therapeutic Multi Purpose Cream for Dry Skin,3606000000000.0,14.712600000000007,15.99,LA ROCHE-POS,SKIN CARE - HAND & BODY,0.0,21.5865,Walgreens,9.655350000000007
"La Roche-Posay Anthelios Clear Skin Sunscreen for Face, Oil-Free, SPF 60",3606000000000.0,14.99,19.99,LA ROCHE-POS,SUN CARE,0.0,33.983,Walgreens,12.048600000000008
"La Roche-Posay Anthelios Clear Skin Sunscreen for Face, Oil-Free, SPF 60",3606000000000.0,14.99,19.99,LA ROCHE-POS,SUN CARE,0.0,33.983,Walgreens,12.048600000000008
L'Oreal Paris Elvive Color Vibrancy Purple Shampoo for Color Treated Hair,3600520000000.0,4.806850000000004,5.99,LOREAL,HAIR CARE - SHAMPOO/CONDITIONER,0.0,40.133,Walgreens,3.4554079360560324
L'Oreal Paris Elvive Color Vibrancy Purple Shampoo for Color Treated Hair,3600520000000.0,4.806850000000004,5.99,LOREAL,HAIR CARE - SHAMPOO/CONDITIONER,0.0,40.133,Walgreens,3.4554079360560324
BIODERMA Sensibio H2O Micellar Cleansing Water-Makeup Remover for Sensitive Skin,3401580000000.0,11.683300000000008,12.99,NAT VIT CO,SKIN CARE - FACIAL,0.0,109.116,Walgreens,5.607500000000007
"BIODERMA Atoderm Cleansing Oil, For Dry to Atopic Skin",3401530000000.0,26.153399999999966,29.99,INVACARE,SOAP,0.0,1013.662,Walgreens,14.067366666666658
BIODERMA Sensibio H2O Micellar Water Cleanser Makeup Remover for Sensitive Skin,3401400000000.0,4.811883333333338,5.99,PHY FORMULA,COSMETICS - FACIAL,0.0,20.366,Walgreens,3.8477166115609553
La Roche-Posay Lipikar AP+ Body & Face Wash,3337880000000.0,15.706400000000006,17.99,LA ROCHE-POS,SKIN CARE - HAND & BODY,0.0,243.2248,Walgreens,9.968600000000016
Vichy Mineral 89 Hyaluronic Acid Face Serum,3337880000000.0,18.39940000000001,19.99,BOEHR/INGELH,SKIN CARE - FACIAL,30.0,599.7,Walgreens,12.319583333333334
La Roche-Posay Lipikar Eczema Soothing Relief Cream with Shea Butter,3337880000000.0,13.379999999999995,14.99,LA ROCHE-POS,SKIN CARE - HAND & BODY,0.0,101.3324,Walgreens,9.343000000000005
La Roche-Posay Lipikar Eczema Soothing Relief Cream with Shea Butter,3337880000000.0,13.379999999999995,14.99,LA ROCHE-POS,SKIN CARE - HAND & BODY,0.0,101.3324,Walgreens,9.343000000000005
"La Roche-Posay Toleriane Purifying Foaming Face Cleanser for Normal, Oily and Sensitive Skin",3337880000000.0,13.880900000000013,17.99,LA ROCHE-POS,SKIN CARE - FACIAL,0.0,243.2248,Walgreens,11.154977569930072
"Vichy Mineral 89 Hyaluronic Acid Face Serum, Moisturizer Hydrates and Strengthens Skin",3337880000000.0,26.08439999999998,29.5,VICHY LABS,SKIN CARE - FACIAL,0.0,29.795,Walgreens,17.340221428571436
"La Roche-Posay Toleriane Dermallegro Night Cream for Face, Allergy Tested Soothing Moisturizer",3337880000000.0,26.33889999999997,31.99,LA ROCHE-POS,SKIN CARE - FACIAL,0.0,43.1865,Walgreens,18.58029999999997
"La Roche-Posay Lipikar Triple Repair Lotion, Body and Face Moisturizer",3337870000000.0,16.4052,19.99,LA ROCHE-POS,SKIN CARE - HAND & BODY,0.0,270.2648,Walgreens,11.995700000000008
"La Roche-Posay Lipikar Triple Repair Lotion, Body and Face Moisturizer",3337870000000.0,16.4052,19.99,LA ROCHE-POS,SKIN CARE - HAND & BODY,0.0,270.2648,Walgreens,11.995700000000008
La Roche-Posay Dark Spot Corrector Face Serum,3337870000000.0,36.36479999999994,44.99,LA ROCHE-POS,COSMETICS-FACIAL,1.0,44.99,Walgreens,26.61539999999996
La Roche-Posay Effaclar Mat Face Moisturizer for Oily Skin,3337870000000.0,27.239374999999953,35.99,LA ROCHE-POS,SKIN CARE - FACIAL,0.0,48.5865,Walgreens,21.62959999999998
La Roche-Posay Micellar Water Ultra Face Cleanser and Makeup Remover,3337870000000.0,15.243500000000004,18.99,LA ROCHE-POS,SKIN CARE - FACIAL,0.0,256.7448,Walgreens,10.771228571428558
"Maty's All Natural Acid & Indigestion Relief Gummies, Drug Free, 40 CT",899874000000.0,17.07090000000003,18.49,MATY'S PROD,DIGESTIVE - UPPER GI,40.0,739.6,CVS,9.093400000000006
Maty's Organic Children's Day-Night Cough Syrup Twin Pack,899874000000.0,14.99,30.99,MATY'S PROD,UPPER RESPIRATORY - COLD/ALLERGY/SINUS LIQUIDS,6.0,185.94,Walgreens,16.0279
"Maty's Organic Mucus Cough Syrup, Made with Organic Honey, Thyme & Ginger",899874000000.0,10.672766666666673,12.99,MATY'S PROD,UPPER RESPIRATORY - COLD/ALLERGY/SINUS LIQUIDS,6.0,77.94,Walgreens,7.661261904761904
"Maty's Organic Cough Syrup, Made with Organic Honey, Lemon & Cinnamon",899874000000.0,10.672766666666673,12.99,MATY'S PROD,UPPER RESPIRATORY - COLD/ALLERGY/SINUS LIQUIDS,6.0,77.94,Walgreens,7.661261904761904
Maty's All Natural Vapor Rub - Petroleum Free Unscented,899874000000.0,6.275429740537244,7.79,MATY'S PROD,UPPER RESPIRATORY - EXTERNAL,0.0,11.685,Walgreens,4.78725
Luvena Therapeutic Feminine Wash,899655000000.0,8.490903581138662,9.99,LACLEDE LABS,FEMININE NEEDS - WOMEN'S CARE,0.0,67.5324,Walgreens,5.944606363636365
Luvena Vaginal Moisturizer and Lubricant,899655000000.0,21.84476666666666,25.99,LACLEDE LABS,SEXUAL WELLNESS,6.0,155.94,Walgreens,15.111699999999999
Luvena Vaginal Moisturizer and Lubricant,899655000000.0,21.84476666666666,25.99,LACLEDE LABS,SEXUAL WELLNESS,6.0,155.94,Walgreens,15.111699999999999
Luvena Vaginal Moisturizer and Lubricant,899655000000.0,21.84476666666666,25.99,LACLEDE LABS,SEXUAL WELLNESS,6.0,155.94,Walgreens,15.111699999999999
Amberen Multi-Symptom Perimenopause Supplements for Women,899234000000.0,32.129599999999975,35.99,BIOGIX INC,FEMININE NEEDS - WOMEN'S CARE,60.0,2159.4,Walgreens,21.547099999999997
Amberen Multi-Symptom Menopause Relief,899234000000.0,34.34969999999994,39.99,BIOGIX INC,FEMININE NEEDS - WOMEN'S CARE,60.0,2399.4,Walgreens,23.976100000000002
Zarbee's Daily Immune Support Gummies with Real Elderberry Berry,898115000000.0,16.2493,23.99,ZARBEES INC,"VITAMINS, MINERALS & SUPPLEMENTS",60.0,1439.4,Walgreens,13.965525000000012
Zarbee's Kids Daily Immune Support Gummies with Elderberry Natural Berry,898115000000.0,9.968566666666664,12.49,ZARBEES INC,"VITAMINS, MINERALS & SUPPLEMENTS",21.0,262.29,Walgreens,7.172857142857137
"Zarbee's Naturals Children's Sleep with Melatonin Chewable Tablets, Grape, 30 CT",898115000000.0,9.730200000000005,10.99,ZARBEES INC,SLEEPING REMEDIES,30.0,329.7,CVS,5.363499999999992
"Zarbee's Children's Sleep with Melatonin Chewables - Grape Grape, Fragrance-Free",898115000000.0,9.730200000000005,10.99,ZARBEES INC,SLEEPING REMEDIES,30.0,329.7,Walgreens,5.363499999999992
"Zarbee's Children's Sleep with Melatonin Chewables - Grape Grape, Fragrance-Free",898115000000.0,9.730200000000005,10.99,ZARBEES INC,SLEEPING REMEDIES,30.0,329.7,Walgreens,5.363499999999992
"Zarbee's Children's Sleep with Melatonin Chewables - Grape Grape, Fragrance-Free",898115000000.0,9.730200000000005,10.99,ZARBEES INC,SLEEPING REMEDIES,30.0,329.7,Walgreens,5.363499999999992
Boogie Wipes Unscented Saline Wipes Simply Unscented,897752000000.0,3.7645500000000043,4.99,NEHEMIAH,BABY DIAPERS,30.0,149.7,Walgreens,2.497699999999996
Boogie Wipes Unscented Saline Wipes Simply Unscented,897752000000.0,3.7645500000000043,4.99,NEHEMIAH,BABY DIAPERS,30.0,149.7,Walgreens,2.497699999999996
"Boogie Wipes Saline Nose Wipes, 30 CT",897752000000.0,3.7645500000000043,4.99,NEHEMIAH,BABY DIAPERS,30.0,149.7,CVS,2.497699999999996
Boogie Wipes Fresh Saline Wipes Fresh Scent,897752000000.0,3.7645500000000043,4.99,NEHEMIAH,BABY DIAPERS,30.0,149.7,Walgreens,2.497699999999996
Boogie Wipes Fresh Saline Wipes Fresh Scent,897752000000.0,3.7645500000000043,4.99,NEHEMIAH,BABY DIAPERS,30.0,149.7,Walgreens,2.497699999999996
Stander Safety Bed Rail,897564000000.0,86.53609999999986,129.99,STANDER,HOME HEALTH CARE,1.0,129.99,CVS,64.2759483333333
Stander EZ Adjust Bed Rail,897564000000.0,175.34659999999994,164.99,STANDER,HOME HEALTH CARE,1.0,164.99,CVS,88.66936666666666
Stander Bed Cane with Organizer Pouch,897564000000.0,83.13909999999986,119.99,STANDER,HOME HEALTH CARE,1.0,119.99,CVS,59.08700000000001
Extenze Original Formula Male Sexual Enhancement Tablets,897343000000.0,24.7641,29.99,GPM - BIOTAB,SEXUAL WELLNESS,15.0,449.85,Walgreens,16.661640000000013
"Extenze Plus Trial Size Male Enhancement Pills, 5CT",897343000000.0,4.5550000000000015,5.99,GPM - BIOTAB,SEXUAL WELLNESS,5.0,29.95,CVS,3.3175333333333326
Extenze The Original Male Enhancement Tablets,897343000000.0,36.58719999999994,43.99,GPM - BIOTAB,SEXUAL WELLNESS,30.0,1319.7,Walgreens,25.52080000000001
Zarbee's Baby Soothing Cough Syrup Natural Peach & Honey,897234000000.0,8.845900000000002,10.99,ZARBEES INC,UPPER RESPIRATORY - COLD/ALLERGY/SINUS LIQUIDS,2.0,21.98,Walgreens,5.961999999999997
Zarbee's Baby Soothing Cough Syrup Natural Peach & Honey,897234000000.0,8.845900000000002,10.99,ZARBEES INC,UPPER RESPIRATORY - COLD/ALLERGY/SINUS LIQUIDS,2.0,21.98,Walgreens,5.961999999999997
Zarbee's Baby Cough + Immune Syrup with Agave Natural Grape,897234000000.0,8.828400000000002,11.99,ZARBEES INC,UPPER RESPIRATORY - COLD/ALLERGY/SINUS LIQUIDS,2.0,23.98,Walgreens,6.320000000000005
